==============================================================================
UCOM.h : 72 simbolos, 45 sin casar, 54124 bytes pendientes
==============================================================================
      4B    0.0% linea:766   zSim                 UTL::FixedVector<UTL::Collections::GarbageNode<Sim::Model, 434>::Collector::_Node, 434, 
      4B    0.0% linea:766   zSim                 UTL::FixedVector<UTL::Collections::GarbageNode<Sim::Entity, 8>::Collector::_Node, 8, 16>
      4B    0.0% linea:766   zSim                 UTL::FixedVector<UTL::Collections::GarbageNode<Sim::Activity, 40>::Collector::_Node, 40,
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<UTL::Collections::_KeyedNode, 40, 16>::FreeVectorSpace(UTL::Collections
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<UTL::Collections::_KeyedNode, 160, 16>::FreeVectorSpace(UTL::Collection
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<UTL::Collections::_KeyedNode, 10, 16>::FreeVectorSpace(UTL::Collections
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<UTL::Collections::GarbageNode<PhysicsObject, 160>::Collector::_Node, 16
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<Smackable *, 160, 16>::FreeVectorSpace(Smackable **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<Sim::IEntity *, 8, 16>::FreeVectorSpace(Sim::IEntity **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<PVehicle::ManageNode, 10, 16>::FreeVectorSpace(PVehicle::ManageNode *, 
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IVehicleCache *, 18, 16>::FreeVectorSpace(IVehicleCache **, unsigned in
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<ITrafficCenter *, 8, 16>::FreeVectorSpace(ITrafficCenter **, unsigned i
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<ISpikeable *, 10, 16>::FreeVectorSpace(ISpikeable **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<ISimpleBody *, 96, 16>::FreeVectorSpace(ISimpleBody **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IRoadBlock *, 8, 16>::FreeVectorSpace(IRoadBlock **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IRigidBody *, 160, 16>::FreeVectorSpace(IRigidBody **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IRecordablePlayer *, 8, 16>::FreeVectorSpace(IRecordablePlayer **, unsi
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IPursuit *, 8, 16>::FreeVectorSpace(IPursuit **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IPlayer *, 8, 16>::FreeVectorSpace(IPlayer **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IModel *, 434, 16>::FreeVectorSpace(IModel **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IInputPlayer *, 8, 16>::FreeVectorSpace(IInputPlayer **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IHud *, 2, 16>::FreeVectorSpace(IHud **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IExplosion *, 96, 16>::FreeVectorSpace(IExplosion **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<IDisposable *, 160, 16>::FreeVectorSpace(IDisposable **, unsigned int)
      4B    0.0% linea:766   zPhysics             UTL::FixedVector<ICollisionBody *, 160, 16>::FreeVectorSpace(ICollisionBody **, unsigned
      4B    0.0% linea:766   zCamera              UTL::FixedVector<IDebugWatchCar *, 2, 16>::FreeVectorSpace(IDebugWatchCar **, unsigned i
      4B    0.0% linea:766   zCamera              UTL::FixedVector<CameraAI::Director *, 2, 16>::FreeVectorSpace(CameraAI::Director **, un
      4B    0.0% linea:575   zSpeech              UTL::Vector<Speech::SpeechEventPair, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zSpeech              UTL::Vector<Speech::HistoryPair, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zSim                 UTL::Vector<UTL::Collections::GarbageNode<Sim::Model, 434>::Collector::_Node, 16>::OnGro
      4B    0.0% linea:575   zSim                 UTL::Vector<UTL::Collections::GarbageNode<Sim::Entity, 8>::Collector::_Node, 16>::OnGrow
      4B    0.0% linea:575   zSim                 UTL::Vector<UTL::Collections::GarbageNode<Sim::Activity, 40>::Collector::_Node, 16>::OnG
      4B    0.0% linea:575   zPhysics             UTL::Vector<UTL::Collections::GarbageNode<PhysicsObject, 160>::Collector::_Node, 16>::On
      4B    0.0% linea:575   zPhysics             UTL::Vector<Smackable *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<Sim::IEntity *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<PVehicle::ManageNode, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IVehicleCache *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<ITrafficCenter *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<ISpikeable *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<ISimpleBody *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IRoadBlock *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IRigidBody *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IRecordablePlayer *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IPursuit *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IPlayer *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IModel *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IInputPlayer *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IHud *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IExplosion *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<IDisposable *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zPhysics             UTL::Vector<ICollisionBody *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zCamera              UTL::Vector<IDebugWatchCar *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zCamera              UTL::Vector<CameraAI::Director *, 16>::OnGrowRequest(unsigned int)
      4B    0.0% linea:575   zAI                  UTL::Vector<unsigned int, 16>::OnGrowRequest(unsigned int)

